name,species,heat,region,origin,min_shu,max_shu,min_jrp,max_jrp,detail_link,source_link,source_name
Hungarian Wax Pepper,,,,,,10000,,,https://www.cayennediane.com/peppers/hungarian-wax-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Jalapeño Pepper,,,,,,10000,,,https://www.cayennediane.com/peppers/jalapeno-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Jaloro Pepper,,,,,,10000,,,https://www.cayennediane.com/peppers/jaloro-pepper-yellow-jalapeno/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Kung Pao Pepper,,,,,,10000,,,https://www.cayennediane.com/peppers/kung-pao-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Louisiana Hot Pepper,,,,,,10000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Lumbre Hot,,,,,,10000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Pasilla de Oaxaco Chili,,,,,,10000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Purple Jalapeño,,,,,,10000,,,https://www.cayennediane.com/peppers/purple-jalapeno-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Puya Pepper,,,,,,10000,,,https://www.cayennediane.com/peppers/puya-chile-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Purple Tiger ‘Trifetti’,,,,,,9000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Long Thick Cayenne,,,,,,8500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cascabel Chili,,,,,,8000,,,https://www.cayennediane.com/peppers/cascabel-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chile Gordo Pepper,,,,,,8000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Guajillo Pepper,,,,,,8000,,,https://www.cayennediane.com/peppers/guajillo-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Huachinango Pepper,,,,,,8000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Mitla Pepper,,,,,,8000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
New Mexican Anaheim Pepper,,,,,,8000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Pretty Purple,,,,,,8000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Sandia Pepper,,,,,,7000,,,https://www.cayennediane.com/peppers/sandia-hot-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chimayo,,,,,,6000,,,https://www.cayennediane.com/peppers/chimayo-chili/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Atomic Heart,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Azr,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Baccio di Satana,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bermuda,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bouquet,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Caloro Pepper,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Candlelight Pepper,,,,,,5000,,,https://www.cayennediane.com/peppers/candlelight-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cenoura Búlgara,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cereja,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cherry Bomb Pepper,,,,,,5000,,,https://www.cayennediane.com/peppers/cherry-bomb-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chilcostle Pepper,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chile de Cuscutlan,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chintexle,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cochabamba,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cochiti,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cyklon,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Dhanraj,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Equador Roxa,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Floral Gem,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Fogo Explosivo,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Goan,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Gulbarga,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Hari Mirch,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Hatch Chile Pepper,,,,,,5000,,,https://www.cayennediane.com/peppers/hatch-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Huasteco Pepper,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Huatulco Puntado,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Inca,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Inchanga,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Inferno Pepper,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Isleta,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Jemes,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Kalia,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Kerinting,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Kori Sitakame,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Mirasol Pepper,,,,,,5000,,,https://www.cayennediane.com/peppers/mirasol-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
New Mexico Pepper,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Nosegay,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
NuMex 6-4 Heritage,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Serrano Tampequino Pepper,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ubatuba Cambuci,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Volcano Pepper,,,,,,5000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Mesilla Pepper,,,,,,4500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ancho San Luis Pepper,,,,,,4000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Big Jim Heritage,,,,,,4000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cascabella,,,,,,4000,,,https://www.cayennediane.com/peppers/cascabella/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Espelette,,,,,,4000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
San Ardo,,,,,,4000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Pulla Pepper,,,,,,3000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aji Andina,,,,,,2500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ají Habanero Pepper,,,,,,2500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Alcalde,,,,,,2500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ammazzo,,,,,,2500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Anaheim Pepper,,,,,,2500,,,https://www.cayennediane.com/peppers/anaheim-chile-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Black Hungarian Pepper,,,,,,2500,,,https://www.cayennediane.com/peppers/hungarian-black-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Calabria,,,,,,2500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Californian Pepper,,,,,,2500,,,https://www.cayennediane.com/peppers/anaheim-chile-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Japanese Pepper,,,,,,2500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Magdalena Pepper,,,,,,2500,,,https://www.cayennediane.com/peppers/anaheim-chile-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
NuMex Big Jim,,,,,,2500,,,https://www.cayennediane.com/peppers/numex-big-jim/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Padron Pepper,,,,,,2500,,,https://www.cayennediane.com/peppers/padron-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Poinsettia Pepper,,,,,,2500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Prometheus Springs Pepper,,,,,,2500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Rocotillo Pepper,,,,,,2500,,,https://www.cayennediane.com/peppers/rocotillo-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ancho Pepper,,,,,,2500,,,https://www.cayennediane.com/peppers/ancho-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chilaca Pepper,,,,,,2000,,,https://www.cayennediane.com/peppers/chilaca-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chilhuacle Negro Chile,,,,,,2000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Costeno Amarillo Pepper,,,,,,2000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Espanola Pepper,,,,,,2000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Hawaiian Sweet Hot Pepper,,,,,,2000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Mulato Isleno Pepper,,,,,,2000,,,https://www.cayennediane.com/peppers/mulato-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Pasilla Pepper,,,,,,2000,,,https://www.cayennediane.com/peppers/pasilla-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Poblano Pepper,,,,,,2000,,,https://www.cayennediane.com/peppers/poblano-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Szentesi Chili,,,,,,2000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Tobago Seasoning Pepper,,,,,,2000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Achar,,,,,,1500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Alma Paprika,,,,,,1500,,,https://www.cayennediane.com/peppers/alma-paprika-pepper-sweet-apple/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Dedo de Moca,,,,,,1500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Georgia Flame Pepper,,,,,,1500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
TAM Mild Jalapeno,,,,,,1500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aji Mirasol Pepper,,,,,,1400,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Romanian Hot Pepper,,,,,,1400,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Peppadew Pepper,,,,,,1200,,,https://www.cayennediane.com/peppers/piquante-pepper-peppadew/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Agua Blanca,,,,,,1000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aji Panca Pepper,,,,,,1000,,,https://www.cayennediane.com/peppers/aji-panca-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ají Dulce Pepper,,,,,,1000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ametista,,,,,,1000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Beaver Dam Pepper,,,,,,1000,,,https://www.cayennediane.com/peppers/beaver-dam-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bedgi,,,,,,1000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Biquinho,,,,,,1000,,,https://www.cayennediane.com/peppers/pimenta-biquinho-little-beak-peppers/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Brinco de Princesa,,,,,,1000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Calistan,,,,,,1000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Coronado Pepper,,,,,,1000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cubanelle Pepper,,,,,,1000,,,https://www.cayennediane.com/peppers/cubanelle-chile-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Escabeche,,,,,,1000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Gana Redonda,,,,,,1000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Italian Long Hots,,,,,,1000,,,https://www.cayennediane.com/peppers/italian-long-hots/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
NuMex Joe E. Parker Pepper,,,,,,1000,,,https://www.cayennediane.com/peppers/numex-joe-e-parker-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
El-Paso,,,,,,700,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Holy Mole,,,,,,700,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Santa Fe Grande Pepper,,,,,,700,,,https://www.cayennediane.com/peppers/santa-fe-grande-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Mariachi Pepper,,,,,,600,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Sonora Pepper,,,,,,600,,,https://www.cayennediane.com/peppers/sonora-chile-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Avalon Button,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Babura Zelena,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Baldi,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Banana Pepper,,,,,,500,,,https://www.cayennediane.com/peppers/banana-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cachucha,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cambuci,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Catarina,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Corbaci,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cow Horn Pepper,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cowhorn Chili,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Criollo,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Delicious Trinidad,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Frutka,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Georgescu Chocolate,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Guajilla de Zihutenejo,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Hot Cherry Pepper,,,,,,500,,,https://www.cayennediane.com/peppers/pimento-hot-cherry-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Karlo,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Keystone Giant,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Mexi Bell Pepper,,,,,,500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Pepperoncini,,,,,,500,,,https://www.cayennediane.com/peppers/pepperoncini-italian/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Pimiento Pepper,,,,,,500,,,https://www.cayennediane.com/peppers/pimento-hot-cherry-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Shishito Pepper,,,,,,500,,,https://www.cayennediane.com/peppers/shishito-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Trinidad Perfume Pepper,,,,,,500,,,https://www.cayennediane.com/peppers/trinidad-perfume-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Corno di Toro Pepper,,,,,,250,,,https://www.cayennediane.com/peppers/corno-di-toro-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Pasilla Bajio Pepper,,,,,,250,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Hot Navajo,,,,,,150,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
False Alarm Pepper,,,,,,100,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Italian Sweet Pepper,,,,,,0,,,https://www.cayennediane.com/peppers/italian-sweet-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aconcagua,,,,,,0,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aji Chuncho,,,,,,0,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aladdin,,,,,,0,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bell Pepper,,,,,,0,,,https://www.cayennediane.com/peppers/sweet-bell-peppers/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Italian Sweet Pepper,,,,,,0,,,https://www.cayennediane.com/peppers/italian-sweet-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Melrose Pepper,,,,,,0,,,https://www.cayennediane.com/peppers/melrose-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Dragon's Breath Pepper,,,,United Kingdom,,2480000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Carolina Reaper Pepper,,,,United States,1569300.0,2200000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Trinidad Scorpion Butch T Pepper,,,,Australia,,1463700,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Naga Viper Pepper,,,,United Kingdom,,1382118,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Naga Bhut Jolokia Pepper,,,,,,1041427,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Dorset Naga Pepper,,,,,,923000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Naga Jolokia Pepper,,,,,,855000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Red Savina Habanero Pepper,,,,,350000.0,577000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Habanero Pepper,,,,,100000.0,350000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Scotch Bonnet Pepper,,,,,100000.0,325000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Birds Eye Pepper,,,,,100000.0,225000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Jamaican Hot Pepper,,,,,100000.0,200000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Carolina Cayenne Pepper,,,,,100000.0,125000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Bahamian Pepper,,,,,95000.0,110000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Tabiche Pepper,,,,,85000.0,115000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Red Amazon Pepper,,,,,75000.0,80000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Thai Pepper,,,,,50000.0,100000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Chiltepin Pepper,,,,,50000.0,100000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Piquin Pepper,,,,,40000.0,58000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Super Chile Pepper,,,,,40000.0,50000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Santaka Pepper,,,,,40000.0,50000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Cayenne Pepper,,,,,30000.0,50000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Tabasco Pepper,,,,,30000.0,50000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
De Arbol Pepper,,,,,15000.0,30000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Manzano Pepper,,,,,12000.0,30000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Serrano Pepper,,,,,6000.0,23000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Hot Wax Pepper,,,,,5000.0,10000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Chipotle Pepper,,,,,5000.0,10000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Santaka Pepper,,,,,2500.0,8000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Jalapeño Pepper,,,,,2500.0,5000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Guajilla Pepper,,,,,2500.0,5000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Rocotilla Pepper,,,,,1500.0,2500,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Pasilla Pepper,,,,,1000.0,2000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Ancho Pepper,,,,,1000.0,2000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Poblano Pepper,,,,,1000.0,2000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Coronado Pepper,,,,,700.0,1000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Anaheim Pepper,,,,,500.0,2500,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
New Mexico Pepper,,,,,500.0,1000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Santa Fe Grande Pepper,,,,,400.0,700,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Cubanelle Pepper,,,,,100.0,1000,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Oncini Pepper,,,,,100.0,500,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Pimento Pepper,,,,,100.0,500,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
Sweet Bell Pepper,,,,,,0,,,,https://www.chilliworld.com/factfile/scoville-scale#ChilliPepperScovilleScale,ChiliWorld
All Sweet Bells,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Aconcagua,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Aji Chuncho,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Aladdin,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Branco Diamante,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Carliston,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Carmagnola Rosso,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Corno Verde,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Corona,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Cuneo Giallo,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Diamond White,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Dove,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Early Sunsation,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Etham,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Figaro,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Filfil Darah,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Fushimi,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Gigante,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Greygo,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Hershey,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Hungarian Wax,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Islander,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Jimmy Nardello,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Jingle Bells,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Jupiter,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Kaala,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Kandil,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Marconi Purple,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
NuMex Conquistador,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Orage Sun,,,,,,0,,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
